description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"[APPROVALNOTIFIER] This PR is **NOT APPROVED** This pull-request has been approved by: *<a href=""https://github.com/kubernetes/kubernetes/pull/131351#"" title=""Author self-approved"">sAchin-680</a>* **Once this PR has been reviewed and has the lgtm label**, please assign [deads2k](https://github.com/deads2k), [thockin](https://github.com/thockin) for approval. For more information see [the Code Review Process](https://git.k8s.io/community/contributors/guide/owners.md#the-code-review-process). The…",,,,,,Anecdotal,comment,,,,,,,,2025-04-17,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/131351#issuecomment-2813316650,repo: kubernetes/kubernetes | issue: Docs: Clarify that this is a staging repository and not for direct contributions | keyword: best practice
"With ""upstream"" as the name of my git remote for this repo: ```console $ git remote -v origin ssh://git@github.com/BenTheElder/kubernetes.git (fetch) origin ssh://git@github.com/BenTheElder/kubernetes.git (push) upstream ssh://git@github.com/kubernetes/kubernetes.git (fetch) upstream no_push (push) ``` To fix the merge commit do: ```console git fetch upstream ``` And then: ```console git rebase upstream/master ``` Finally push the changes, we will force push because we are rewriting history for…",,,,,,Anecdotal,comment,,,,,,,,2025-04-28,github/BenTheElder,https://github.com/kubernetes/kubernetes/pull/131351#issuecomment-2836439272,repo: kubernetes/kubernetes | issue: Docs: Clarify that this is a staging repository and not for direct contributions | keyword: best practice
"The Kubernetes project currently lacks enough contributors to adequately respond to all PRs. This bot triages PRs according to the following rules: - After 90d of inactivity, `lifecycle/stale` is applied - After 30d of inactivity since `lifecycle/stale` was applied, `lifecycle/rotten` is applied - After 30d of inactivity since `lifecycle/rotten` was applied, the PR is closed You can: - Mark this PR as fresh with `/remove-lifecycle stale` - Close this PR with `/close` - Offer to help out with [I…",,,,,,Anecdotal,comment,,,,,,,,2025-07-28,github/k8s-triage-robot,https://github.com/kubernetes/kubernetes/pull/131351#issuecomment-3128170256,repo: kubernetes/kubernetes | issue: Docs: Clarify that this is a staging repository and not for direct contributions | keyword: best practice
"PR needs rebase. <details> Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md). If you have questions or suggestions related to my behavior, please file an issue against the [kubernetes-sigs/prow](https://github.com/kubernetes-sigs/prow/issues/new?title=Prow%20issue:) repository. </details>",,,,,,Anecdotal,comment,,,,,,,,2025-08-16,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/131351#issuecomment-3193617495,repo: kubernetes/kubernetes | issue: Docs: Clarify that this is a staging repository and not for direct contributions | keyword: best practice
"Apply best practices to staging repos See: https://github.com/kubernetes/community/pull/8308 for the best practices. To understand more about staging, see the docs at https://github.com/kubernetes/kubernetes/tree/master/staging For every repo in `staging/src/k8s.io` we should: 1. Update the README for each these repos to clarify that contributions including issues and PRs should be made to this repo instead of the ""staged"" copy. 2. Request that issues be disabled in github.com/kubernetes/org fo…",,,,,,Anecdotal,issue,,,,,,,,2025-04-15,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/131315,repo: kubernetes/kubernetes | keyword: best practice | state: closed
"Hi @sAchin-680, I've assigned but you don't need to be assigned to work on any issue. Please mention this issue in any pull requests or issues filed *but not the commit messages*, just the discussion on github, so we can track without excessive noise. Thanks!",,,,,,Anecdotal,comment,,,,,,,,2025-04-16,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-2810227896,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
I think we could do these in bulk? We need the same repetitive action taken for each 1) PR the readmes in this repo 2) request issue disablement for remaining staging repos 3) update blockade config for remaining repos 1) should happen first And maybe before 2) and 3) we should check existing open issues / PRs and redirect those users,,,,,,Anecdotal,comment,,,,,,,,2025-04-17,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-2813224449,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
"Thanks for the clarification! Will make changes as per your guidance, appreciate the direction! Let me know if there's anything you'd like prioritized or handled differently.",,,,,,Anecdotal,comment,,,,,,,,2025-04-17,github/sAchin-680,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-2813243906,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
"Thanks! We are actually in code freeze for the 1.33 release right now, so these won't merge until after april 23rd anyhow (https://k8s.dev/release), we have time to consolidate to one PR / issue for each of these tasks. I think it will be easier to get review and approve, for the READMEs we have approvers that can do all of those at once, and it will be easy to review the same language in each staging repo. The same for the blockade config and for disabling issues. I think that will be quicker …",,,,,,Anecdotal,comment,,,,,,,,2025-04-17,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-2813968053,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
"Thanks @BenTheElder for the update and the helpful suggestion! I’ll go ahead and consolidate the changes into one PR per task (README updates, blockade config, and disabling issues) as you recommended. That definitely sounds more efficient and will make review easier post-freeze. I'll prep everything so it's ready to go after April 23rd. Appreciate your support and guidance!",,,,,,Anecdotal,comment,,,,,,,,2025-04-18,github/sAchin-680,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-2816111348,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
"Hi @BenTheElder !! I went through everything and noticed that I’ve already created consolidated PRs for each of the tasks you mentioned - one each for the README updates, disabling GitHub issues, and adding the blockades. Here are the links for reference: - README updates across all staging repos: [Docs: Clarify that this is a staging repository and not for direct contributions (#131351)](https://github.com/kubernetes/kubernetes/pull/131351) - Disable GitHub issues in staging mirror repos [Disa…",,,,,,Anecdotal,comment,,,,,,,,2025-04-18,github/sAchin-680,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-2816135098,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
"So we have the issues/wikis disabled now: https://github.com/kubernetes/org/issues/5545#issuecomment-3189316536 But we still need the blockade on PRs, and the README updates",,,,,,Anecdotal,comment,,,,,,,,2025-08-14,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-3190004459,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
https://github.com/kubernetes/test-infra/pull/35323 will apply the block on PRs with a message redirecting to read CONTRIBUTING.md Each staging repo already has a contributing.md explaining how to contribute. I would still like to get the README updates for these as well. https://github.com/kubernetes/kubernetes/pull/131351,,,,,,Anecdotal,comment,,,,,,,,2025-08-14,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-3190043340,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
"> Did we transfer any existing issues to kubernetes? ... I think the answer is no, unfortunately ... OTOH, we didn't have appropriate issue templates there, and they can be filed again here if they are still active. Most repos had relatively few open issues (though that is also because of our closing inactive issues). GitHub offers ""disable issues"", but not ""disable new issues"". I would like to get https://github.com/kubernetes/kubernetes/pull/131351 or a similar PR to add another visible point…",,,,,,Anecdotal,comment,,,,,,,,2025-08-15,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-3190322060,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
"client-go and kubectl had quite a few, IIRC... pretty much all the ones in client-go were filed there by confused folks and got almost no attention kubectl on the other hand was actively used and encouraged by sig-cli for issue tracking, I think (active discussion as recently as yesterday in https://github.com/kubernetes/kubectl/issues/1769, referenced from https://github.com/kubernetes/kubernetes/pull/133498, I think) Can we turn issues back on for those two repos specifically, and do a sweep …",,,,,,Anecdotal,comment,,,,,,,,2025-08-15,github/liggitt,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-3190369814,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
"Confirming: If we re-enable issues on the relevant repos, github should make the old issues available again untouched: https://github.com/kubernetes/org/issues/5545#issuecomment-3190518706 Open question which repos to re-enable ~permanently (kubectl?) and which to sweep and then re-disable (client-go ....) Let's thread that part in https://github.com/kubernetes/org/issues/5545 ---- For PR blockade, I think we're good, but we might consider adding auto-closing. At least now we'll send a clear me…",,,,,,Anecdotal,comment,,,,,,,,2025-08-15,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/131315#issuecomment-3190520844,repo: kubernetes/kubernetes | issue: Apply best practices to staging repos | keyword: best practice
